2006.4,34.033
2006.5,37.655
2006.5,39.637
2006.5,37.493
2006.5,35.591
2006.6,38.685
2006.6,42.45
2006.6,39.764
2006.6,42.219
2006.7,42.039
2006.7,42.198
2006.7,43.833
2006.8,46.279
2006.8,48.717
2006.8,48.928
2006.9,44.19
2006.9,41.469
2006.9,47.773
2007,43.562
2007,37.175
2007,33.409
2007,30.618
2007.1,37.662
2007.1,37.818
2007.1,35.449
2007.2,36.739
2007.2,30.46
2007.2,31.47
2007.2,36.782
2007.3,41.588
2007.3,38.233
2007.3,33.856
2007.3,27.891
2007.4,33.728
2007.4,37.817
2007.4,37.671
2007.5,36.534
2007.5,34.051
2007.5,31.932
2007.5,34.668
2007.6,37.25
2007.6,39.86
2007.6,41.491
2007.6,36.061
2007.7,34.25
2007.7,39.807
2007.7,45.355
2007.8,47.071
2007.8,44.525
2007.8,42.147
2007.8,40.324
2007.9,45.266
2007.9,49.371
2007.9,46.961
2007.9,44.08
2008,34.848
2008,33.745
2008,37.325
2008.1,42.079
2008.1,41.129
2008.1,32.521
2008.1,33.232
2008.2,31.333
2008.2,36.293
2008.2,39.307
2008.2,39.016
2008.3,35.812
2008.3,34.61
2008.3,30.959
2008.4,43.858
2008.4,43.202
2008.4,40.536
2008.5,39.26
2008.5,40.836
2008.5,42.336
2008.5,44.642
2008.6,44.044
2008.6,41.468
2008.6,41.817
2008.7,42.035
2008.7,45.787
2008.7,46.52
2008.7,49.054
2008.8,47.822
2008.8,45.785
2008.8,47.24
2008.8,48.682
2008.9,51.003
2008.9,47.883
2008.9,48.442
2008.9,42.93
2009,41.21
2009,41.418
2009,44.247
2009.1,45.176
2009.1,37.764
2009.1,34.38
2009.1,40.361
2009.2,43.67
2009.2,44.657
2009.2,44.464
2009.2,40.793
2009.3,38.259
2009.3,39.852
2009.3,43.513
2009.4,46.964
2009.4,41.168
2009.4,36.671
2009.4,39.412
2009.5,41.91
2009.5,42.969
2009.5,42.617
2009.5,44.125
2009.6,47.251
